rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/1019128-skin_deep,Skin Deep,"Hard-drinking novelist Zach Hutton (John Ritter) spirals out of control after his wife (Alyson Reed) and mistress both leave him. Alone and crippled by a bad case of writer's block, Zach slips in and out of casual relationships and one-night stands, while his drinking becomes more and more severe. With the help of a bartender (Vincent Gardenia) and his therapist (Michael Kidd), Zach confronts his demons -- women and alcohol -- and rediscovers his writing voice.",,R,Comedy,Blake Edwards,Blake Edwards,"John Ritter, Vincent Gardenia, Alyson Reed, Joel Brooks, Julianne Phillips, Chelsea Field, Peter Donat, Don Gordon, Nina Foch, Denise Crosby, Michael Kidd, Dee Dee Rescher, Bryan Genesse, Bo Foxworth, Raye Hollitt, Jean Marie McKee, Brenda Swanson, Heidi Paine, Diana Barton, Bobb Hopkins, Robert Burleigh, Sol Vang Tanney, Karen Haber, Judy Toll, Sheryl Lee Ralph, Arsenio ""Sonny"" Trinidad, Toni Attell, Ben Hartigan, Robert Arthur, Deryl Carroll, Robert Dowdell, Harlan Arnold, John McCann, William Knight, Mark Goldstein, Sati Jamal, Ed DeFusco, Don Maxwell, Richard Domeier, John Curran (IV), Scott Kraft, Steven Majewicz, Bob Hopkins, Diane Dickson, William Hubbard Knight",1989-03-03,2018-12-27,101,Media Home Entertainment,Rotten,38,16,Spilled,56,2814,1,6,10
m/1019187-sleeping_beauty,Sleeping Beauty,"Filled with jealousy, the evil witch Maleficent (Eleanor Audley) curses Princess Aurora (Mary Costa) to die on her 16th birthday. Thanks to Aurora's guardian fairies (Verna Felton, Barbara Jo Allen, Barbara Luddy), she only falls into a deep sleep that can be ended with a kiss from her betrothed, Prince Phillip (Bill Shirley). To prevent Phillip from rescuing Aurora, Maleficent kidnaps and imprisons him. The good fairies are the last hope to free Phillip so that he can awaken Aurora.","This Disney dreamscape contains moments of grandeur, with its lush colors, magical air, one of the most menacing villains in the Disney canon.",G,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","Les Clark, Clyde Geronimi, Wolfgang Reitherman, Eric Larson","Erdman Penner, Ralph Wright, Joe Rinaldi, Milt Banta, Bill Peet, Winston Hibler, Ted Sears","Eleanor Audley, Verna Felton, Barbara Jo Allen, Barbara Luddy, Taylor Holmes, Bill Thompson, Candy Candido, Mary Costa, Bill Shirley, Pinto Colvig, Dal McKennon, Marvin Miller",1959-01-29,2019-09-24,75,Buena Vista,Certified-Fresh,89,44,Upright,80,428044,7,39,5
m/1019378-something_to_sing_about,Something to Sing About,"Dancer and bandleader Terry Rooney (James Cagney) heads to Hollywood, Calif., to try a career in movies, leaving behind his singer girlfriend, Rita (Evelyn Daw). Despite the enthusiastic support of both the studio head and publicity man Hank Meyers (William Frawley), Terry fears his first film will be a disaster and elopes with Rita on a steamer. When they return, Terry discovers he's a star -- but his new contract stipulates he must remain single, providing a challenge for him and Rita.",,NR,"Classics, Comedy, Drama, Musical & Performing Arts",Victor Schertzinger,Austin Parker,"James Cagney, Evelyn Daw, William Frawley, Mona Barrie, Gene Lockhart, James Newill, Harry Barris, Candy Candido, Cully Richards, William B. Davidson, Richard Tucker, Marek Windheim, Dwight Frye, Johnny Arthur, Philip Ahn, Kathleen Lockhart, Kenneth Harlan, Herbert Rawlinson, Ernest Wood, Chick Collins, Duke Green, Harland Dixon, Jack Boyle, The Vagabonds, John 'Skins' Miller, Pat Moran, Joe Bennett, Buck Mack, Ed Allen, Bill Carey, Elinore Welz, Eleanor Prentiss, Pinkie and Pal, Frank Mills, Larry Steers, Eddie Kane, Edward Hearn, Dottie Messmer, Virginia Lee Irwin, Dolly Waldorf, Bob McKenzie, Alphonse Martell, Bo Peep Karlin, Paul McLarind",1937-11-19,2016-08-11,93,Screencraft Pictures,Fresh,83,6,Spilled,29,103,0,5,1
m/1019441-sorcerer,Sorcerer,"In the small South American town of Porvenir, four men on the run from the law are offered $10,000 and legal citizenship if they will transport a shipment of dangerously unstable nitroglycerin to an oil well 200 miles away. Led by Jackie Scanlon (Roy Scheider), the men set off on a hazardous journey, during which they must contend with dangerously rocky roads, unstable bridges, and attacks from local guerillas. The four fight for their lives as they struggle to complete their dangerous quest.","Sorcerer, which obstinately motors along on its unpredictable speed, features ambitious sequences of insane white-knuckle tension.",PG,"Action & Adventure, Mystery & Suspense",William Friedkin,Walon Green,"Roy Scheider, Bruno Cremer, Francisco Rabal, Amidou, Ramon Bieri, Peter Capell, Karl John, Frederick Ledebur, Chico Martinez, Joe Spinell, Rosario Almontes, Richard Holley, Anne Marie Descott, Jean-Luc Bideau, Jacques François, André Falcon, Gerard Murphy, Desmond Crofton, Henry Diamond, Ray Dittrich, Frank Gio, Randy Jurgensen, Gus Allegretti, Nick Discenza",1977-06-24,2014-08-05,121,Universal/Paramount Pictures,Fresh,79,39,Upright,83,3800,8,31,8
m/1019541-sparkle,Sparkle,"In 1950s Harlem, Sparkle (Irene Cara), Sister (Lonette McKee) and Dolores (Dwan Smith) are three musically gifted sisters whose mother, Effie (Mary Alice), supports them by working as a maid. Encouraged by Sparkle's boyfriend, Stix (Philip Michael Thomas), the three form a singing group and become a sensation at a local nightclub. However, tensions rise when Sister is appointed the group's lead singer and begins dating Satin (Tony King), an abusive, drug-addicted pimp.",,PG,"Drama, Musical & Performing Arts",Sam O'Steen,Joel Schumacher,"Philip Michael Thomas, Philip M. Thomas, Irene Cara, Lonette McKee, Dwan Smith, Mary Alice, Dorian Harewood, Tony King, Beatrice Winde, Paul Lambert, Joyce Easton, DeWayne Jessie, Norma Miller, Talya Ferro, Robert W. Delegall, Armelia McQueen, Don Bexley, Timmie Rogers, Ken Renard, John Hawker",1976-04-07,2009-01-01,100,Warner Home Video,Rotten,10,10,Upright,90,4581,2,1,9
m/1019544-spartacus,Spartacus,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.","Featuring terrific performances and epic action, Kubrick's restored swords-and-sandals epic is a true classic.",PG-13,"Action & Adventure, Classics, Drama",Stanley Kubrick,Dalton Trumbo,"Kirk Douglas, Laurence Olivier, Jean Simmons, Charles Laughton, Tony Curtis, Peter Ustinov, John Gavin, Nina Foch, Herbert Lom, John Ireland, John Dall, Charles McGraw, Joanna Barnes, Woody Strode, Harold J. Stone, Peter Brocco, Paul Lambert, Robert J. Wilke, Bob Wilke, Nick Dennis, John Hoyt, Frederic Worlock, Dayton Lummis, Lili Valenty, Jil Jarmyn, Jo Summers, Autumn Russell, Kay Stewart, Lynda Williams, Louise Vincent, James Griffith, Joe Haworth, Dale Van Sickel, Vinton Haworth, Carleton Young, Hallene Hill, Paul E. Burns, Leonard Penn, Harry Harvey Jr., Eddie Parker, Harold Goodwin, Chuck Roberson, Sol (Saul) Gorss, Jill Jarmyn, Charles Horvath, Gil Perkins, Dick Crockett, Harvey Parry, Rod Normond, Larry Perron, Regis Parton, Carey Loftin, Bob Morgan, Reg Parton, Tom Steele, Aaron Saxon, Wally Rose, Ken Terrell, Boyd 'Red' Morgan, Otto Malde, Robert E. Burns, Seamon Glass, George Robotham, Harold Kruger, Chuck Courtney, Russell Saunders, Valley Keene, Tap Canutt, Joe Canutt, Wayne Van Horn, Brad Harris, Jerry Brown, Chuck Hayward, Buff Brady, Cliff Lyons, Anthony Hopkins, Rube Schaffer, Ted de Corsia, Arthur Batanides, Bob Stevenson, Terence de Marney, Alex North",1960-10-07,2015-12-18,184,Universal Pictures,Certified-Fresh,93,61,Upright,87,78097,9,57,4
m/1019641-splash,Splash,,,PG,"Comedy, Science Fiction & Fantasy, Romance",Ron Howard,"Bruce Jay Friedman, Babaloo Mandel, Lowell Ganz, Brian Grazer","Tom Hanks, Daryl Hannah, John Candy, Eugene Levy, Dody Goodman, Shecky Green, Richard B. Shull, Bobby Di Cicco, Howard Morris, Tony DiBenedetto, Patrick Cronin, Charles Walker, David Knell, Jeff Doucette, Charles Macaulay, Royce D. Applegate, Tony Longo, Nora Denney, Ronald F. Hoiseck, Lou Tiano, Joe Grifasi, Rance Howard, Corki Grazer, Fred Lerner, David Lloyd Nelson, Al Chesney, Lowell Ganz, James Ritz, Maurice Rice, Babaloo Mandel, Pierre Epstein, Cheryl Howard, Louisa Marie, Valerie Wildman, Christopher Thomas, Richard Dano, Clint Howard, Ron Kuhlman, Lori Kessler, Joe Cirillo, Tom Toner, Lee Delano, Migdia Varela, Jack Denton, Nick Cinardo, Fil Formicola, Than Wyenn, Clare Peck, Jason Late, Darryl Edwards, Shayla MacKarvich, Eileen Saki, Nick D'Elia, David Kreps, Bill Smitrovich, Jack Hallett, Nancy Raffa, Daryl Edwards, Amy Ingersoll, Jeffrey Dreisbach, Victoria Lucas, Jodi Long",1984-03-09,,,Touchstone Pictures,,,,,,,8,39,4
m/1019716-spring_break,Spring Break,"College guys (David Knell, Steve Bassett, Perry Lang) team up for beer, silly contests and friendship with girls in Fort Lauderdale, Fla.",,R,Comedy,"Sean S. Cunningham, Keith Hemstreet",David Smilow,"David Knell, Perry Lang, Paul Land, Steve Bassett, Richard B. Shull, Corinne Alphen, Jayne Modean, Donald Symington, Alexander Panas, Mimi Cozzens, Jessica James, Daniel Faraldo, John Archie, Robert Small, Fred Buch, Mark Pellicori, Bobbi Fritz, Rhonda Flynn, Bert Sheldon, Alex Panas, Barry Hober, Ronn Carroll, Roger Minami, Paul Lorenzo, John Terry, Marilyn Max, Lois Chamberlain, Laura J. Galgozy, Johanna Mileschikowsky, Elenore Raabe, Sheila Kennedy, Kathy Ryan, Maria Sedano, Christine Georgopulo",1983-03-25,2013-07-30,100,Anchor Bay Entertainment,Rotten,20,10,Spilled,41,1803,2,2,8
m/1019743-squeeze,The Squeeze,"Harry Berg (Michael Keaton) is both a con artist and an actual artist -- he constructs large sculptures out of television sets -- but he is not particularly successful in either role. He owes some money, which gets him involved with Rachel Dobs (Rae Dawn Chong), a police detective who works with a collection agency. When Harry comes into possession of a strange parcel, both the con man and the detective find themselves wrapped up in a sinister corporate plot to fix the lottery.",,PG-13,"Action & Adventure, Comedy, Mystery & Suspense, Romance",Roger Young,Daniel Taplitz,"Michael Keaton, Rae Dawn Chong, Meat Loaf, John Davidson, Ric Abernathy, Danny Aiello III, Bobby Bass, Leslie Bevis, John S. Ruston, Jophery C. Brown, Lou Criscuolo, Ray Gabriel, George Gerdes, Ronald Guttman, Paul Herman, Richard E. Huhn, John Dennis Johnston, Jeffrey Josephson, Liane Langland, Diana Lewis, Andrew Magarian, Peg Shirley, Frank Lugo, Pat McNamara, Mick Muldoon, Jack Murray, Joe Pantoliano, Richard Portnow, Gerald J. Quimby, John S. Rushton",1987-07-10,2012-04-16,101,HBO Video,Rotten,14,7,Spilled,29,349,1,1,6
m/1019761-1019761-st_valentines_day_massacre,The St. Valentine's Day Massacre,"Based on true events, this crime drama follows the events leading up to the infamous shootout between rival gangs led by Al Capone (Jason Robards) and George ""Bugs"" Moran (Ralph Meeker). To claim his status as the most powerful mobster in Chicago during the Prohibition era, Capone orders his men to disguise themselves as police officers and murder important members of Moran's organization, resulting in one of the bloodiest battles in mob history.",,NR,"Action & Adventure, Cult Movies, Drama, Mystery & Suspense",Roger Corman,Howard Browne,"Jason Robards, Jean Hale, George Segal, Ralph Meeker, Clint Ritchie, Frank Silvera, Joseph Campanella, Richard Bakalyan, David Canary, Bruce Dern, Harold J. Stone, Michele Guayini, Kurt Kreuger, Paul Richards, Joe Turkel, Milton Frome, Mickey Deems, John Agar, Celia Lovsky, Tom Reese, Jan Merlin, Alex D'Arcy, Reed Hadley, Gus Trikonis, Charles Dierkop, Tom Signorelli, Rico Cattani, Alex Rocco, Leo Gordon, Barboura Morris, Mary Grace Canfield, Dan Ades, Richard Krisher, Paul H. Frees, Jack Nicholson, Ron Gans, Jack Del Rio, Dale Van Sickel, Phil Haran, Bob Brandin, Ernesto Moralli, Nick Borgani, Ken Scott, Dick Miller, Joan Shawlee",1967-06-30,2015-11-25,100,20th Century Fox,Fresh,89,9,Upright,66,1318,1,8,1
m/1019774-stagecoach,Stagecoach,"John Ford's landmark Western revolves around an assorted group of colorful passengers aboard the Overland stagecoach bound for Lordsburg, New Mexico, in the 1880s. An alcoholic philosophizer (Thomas Mitchell), a lady of ill repute (Claire Trevor) and a timid liquor salesman (Donald Meek) are among the motley crew of travelers who must contend with an escaped outlaw, the Ringo Kid (John Wayne), and the ever-present threat of an Apache attack as they make their way across the Wild West.","Typifying the best that the Western genre has to offer, Stagecoach is a rip-roaring adventure given dramatic heft by John Ford's dynamic direction and John Wayne's mesmerizing star turn.",NR,"Action & Adventure, Classics, Drama, Western",John Ford,"Ben Hecht, Dudley Nichols","John Wayne, Thomas Mitchell, Claire Trevor, John Carradine, Andy Devine, Donald Meek, Louise Platt, George Bancroft, Berton Churchill, Tim Holt, Tom Tyler, Chris-Pin Martin, Elvira Ríos, Francis Ford, Marga Ann Deighton, Cornelius Keefe, Kent Odell, Walter McGrail, Chief John Big Tree, Brenda Sue Fowler, Louis Mason, Florence Lake, Joe Rickson, Vester Pegg, Yakima Canutt, Harry Tenbrook, Paul McVey, Jack Pennick, William Hopper, Bryant Washburn, Nora Cecil, Helen Gibson, Dorothy Appleby, Buddy Roosevelt, Bill Cody, Duke R. Lee, Mary Kathleen Walker, Ed Brady, Robert E. Homans, Franklyn Farnum, Jim Mason, Merrill McCormack, Artie Ortego, Steve Clemente, Theodore Lorch, Fritzi Brunette, Leonard Trainor, Chris Phillips, Tex Driscoll, Patrick Wayne, Ted Billings, Al Lee, Hank Worden, John Eckert, Jack Mohr, Franklin Farnum, Patsy Doyle, Wiggie Blowne, Margaret Smith, Si Jenks, Many Mules",1939-03-02,2016-08-10,96,Warner Home Video,Certified-Fresh,100,45,Upright,86,14614,7,45,0
m/1019777-stage_fright,Stage Fright,"The police think actor Jonathan Cooper (Richard Todd) is a murderer, and now they're on his tail. He asserts that it was his lover, the famous actress Charlotte Inwood (Marlene Dietrich), who killed the victim (not coincidentally, her husband). He seeks shelter with his ex-girlfriend Eve (Jane Wyman), a budding actress. Convinced Jonathan is innocent, Eve plays detective and assumes multiple disguises. But once she is entangled in a web of deception, she fears everyone in fact wears a mask.",,G,"Classics, Documentary, Drama, Mystery & Suspense",Alfred Hitchcock,"Alma Reville, James Bridie, Ranald MacDougall, Whitfield Cook","Jane Wyman, Marlene Dietrich, Michael Wilding, Richard Todd, Alastair Sim, Kay Walsh, Sybil Thorndike, Miles Malleson, Hector MacGregor, Joyce Grenfell, André Morell, Ballard Berkeley, Patricia Hitchcock, Alfred Hitchcock, Irene Handl, Arthur Howard, Everley Gregg, Cyril Chamberlain, Jenny Neumann, Gary Sweet, Helen Goss, Talks to Self",1950-04-15,2008-08-15,110,IMAX,Fresh,90,21,Upright,68,5953,6,19,2
m/1019779-stakeout,Stakeout,"Police detectives Chris Lecce (Richard Dreyfuss) and Bill Reimers (Emilio Estevez) are on the hunt for escaped prisoner ""Stick"" Montgomery (Aidan Quinn). When the trail dries up, the pair are put on around-the-clock surveillance of the fugitive's former girlfriend, Maria (Madeleine Stowe). What starts as a boring assignment monitoring the woman with binoculars quickly turns into something more exciting when romance -- and Maria's gun-toting ex -- arrive on the scene.","Richard Dreyfuss and Emilio Estevez make for great company during this Stakeout, a bawdy procedural that mines great pleasure from the odd couple's comedic chemistry.",R,"Comedy, Mystery & Suspense",John Badham,Jim Kouf,"Richard Dreyfuss, Madeleine Stowe, Emilio Estevez, Aidan Quinn, Ian Tracey, Forest Whitaker, Dan Lauria, Earl Billings, Jackson Davies, Jane Feinberg, Beatrice Boepple, Mike Fenton, J.J. Makaro, Sid Kozak, Scott Andersen, Tony Pantages, Judy Taylor, Jan Speck, Kim Kondrashoff, Gary Hetherington, Don MacKay, Don S. Davis, Roger Dean, David Brass, Elizabeth Bracco, Denalda Williams, Blu Mankuma, Lossen Chambers, Lloyd Berry",1987-08-05,2016-02-09,115,Touchstone Pictures,Fresh,88,26,Spilled,56,19144,6,23,3
m/1019828-star_is_born,A Star Is Born,"When a young actress (Janet Gaynor) arrives in Hollywood with hopes of stardom, a chance encounter places her under the wing of older actor Norman Maine (Fredric March). Adopting the stage name Vicki Lester, she co-stars with Norman in a major motion picture, but his success is clearly fading even as her career begins. After the couple wed, Vicki's fame continues to grow, but Norman descends into alcoholism, and she must decide between pursuing her dream and caring for him.",,PG,"Classics, Drama","William Wellman, Jack Conway","Dorothy Parker, Alan Campbell, Bob Carson, Ring Lardner Jr., Budd Schulberg, David O. Selznick, William Wellman, John Lee Mahin, Ben Hecht, Adela Rogers St. John, W. Howard Greene","Janet Gaynor, Fredric March, Adolphe Menjou, Andy Devine, May Robson, Lionel Stander, Owen Moore, Elizabeth Jenns, J.C. Nugent, Clara Blandick, A.W. Sweatt, Peggy Wood, Franklin Pangborn, Edgar Kennedy, Adrian Rosley, Arthur Hoyt, Guinn 'Big Boy' Williams, Vince Barnett, Paul Stanton, Robert Emmett O'Connor, Olin Howland, Irving Bacon, Jonathan Hale, Francis Ford, Ken Howell, Eddie Kane, Kenneth Howell, Chris-Pin Martin, Ursula Kent, Claude King, Robert E. Homans, Lee Phelps, David Newell, Wade Boteler, Marshall Neilan, Leonard Walker, Fred 'Snowflake' Toones, Gayne Whitman, Jed Prouty, Clarence Wilson, George Chandler, Trixie Friganza, Jane Barnes, Pat Flaherty, Charles Williams, Carlton Elliott Griffin, Billy Dooley, Helene Chadwick, Harry Hayden, Carole Landis, Edwin Maxwell, Ferdinand Munier, Robert E. O'Connor, Lana Turner, Dennis O'Keefe, Billy Coe, I. Stanford Jolley",1937-04-20,2015-08-07,111,Image Entertainment Inc.,Fresh,100,20,Upright,78,2686,5,20,0
m/1019829-star_is_born,A Star Is Born,"Hollywood actor Norman Maine (James Mason) is a celebrity whose star is on the wane, but when he meets aspiring actress Esther Blodgett (Judy Garland), he is inspired to help her, and soon the two appear in a musical together. Now known as Vicki Lester, she marries Norman and finds herself in demand, while his reputation continues to decline, resulting in heavy bouts of drinking. Eventually, Vicki must choose between moving forward with her career and attempting to save her husband.","A Star is Born is a movie of grand scope and intimate moments, featuring Judy Garland's possibly greatest performance.",PG,"Classics, Drama, Musical & Performing Arts",George Cukor,Moss Hart,"Judy Garland, James Mason, Jack Carson, Charles Bickford, Tommy Noonan, Lucy Marlowe, Amanda Blake, Irving Bacon, James Brown (II), Hazel Shermet, Lotus Robb, Joan Shawlee, Dub Taylor, Kathryn Card, Rex Evans, Emerson Treacy, Bob Jellison, Chick Chandler, Blythe Daly, Mae Marsh, Frank Ferguson, Nadene Ashdown, Heidi Meadows, Henry Kulky, Jack Harmon, Don McCabe, Eric Wilton, Grady Sutton, Henry Russell, Charles Robert Dumas, Laurindo Almeida, Bobby Sailes, Percy Helton, Charles Watts, Pat O'Malley, Samuel Colt, Charles Halton, Joseph Mell, Stuart Holmes, Grandon Rhodes, Frank Puglia, Wilton Graff, Tristram Coffin, Phil Arnold, Rudolph Anders, Bess Flowers, Allen Kramer, Louis Jean Heydt, Leonard Penn, Olin Howland, Willis Bouchey",1954-09-29,2016-10-04,176,Warner Bros. Pictures,Certified-Fresh,98,41,Upright,82,9256,6,40,1
m/1019831-star_is_born,A Star is Born,"A rock star on the decline, John Norman Howard has given in to drugs and excessive drinking, and his music has suffered as a result. Wandering into a club one night, John watches singer Esther Hoffman perform and is smitten. The two begin dating, and soon John lets Esther take the spotlight during his concerts. However, even as Esther finds fame and success with her singing, John continues his downward spiral.","A lack of memorable music, chemistry between its leads, and an overlong runtime prompts this modish iteration of A Star is Born to fizzle out quickly.",R,"Drama, Musical & Performing Arts, Romance",Frank R. Pierson,"Frank R. Pierson, Joan Didion, John Gregory Dunne","Barbra Streisand, Kris Kristofferson, Gary Busey, Oliver Clark, Vanetta Fields, Clydie King, Clyde King, Marta Heflin, M.G. Kelly, Sally Kirkland, Joanne Linville, Uncle Rudy, Paul Mazursky, Tony Orlando, Robert Englund, Allison Caine, Stephen Bruton, Venetta Fields",1976-12-17,2014-07-24,140,Warner Bros. Pictures,Rotten,36,39,Upright,64,6361,7,14,25
m/101_dalmatians,101 Dalmatians,"In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.","With plenty of pooches and a memorable villain (Cruella De Vil), this is one of Disney's most enduring, entertaining animated films.",G,"Animation, Classics, Comedy, Kids & Family, Mystery & Suspense","Clyde Geronimi, Hamilton S. Luske, Wolfgang Reitherman, Hamilton Luske",Bill Peet,"Betty Lou Gerson, Cate Bauer, Frederick Worlock, J. Pat O'Malley, Tom Conway, Rod Taylor, Ben Wright, Lisa Davis, Martha Wentworth, George Pelling, Mickey Maga, Barbara Beaird, Queenie Leonard, Marjorie Bennett, Tudor Owen, Mimi Gibson, Sandra Abbott, Paul Wexler, Mary Wickes, Barbara Luddy, David Frankham, Frederic Worlock, Ramsey Hill, Sylvia Marriott, Thurl Ravenscroft, Bill Lee, Max Smith, Bob Stevens, Helene Stanley, Donald Barclay, Dal McKennon, Jeanne Bruns",1961-01-25,2016-08-10,79,Buena Vista,Certified-Fresh,98,51,Upright,76,709291,7,50,1
m/101_dalmatians_ii_patchs_london_adventure,101 Dalmatians II: Patch's London Adventure,A scrappy puppy tries to rescue his siblings after evil Cruella kidnaps them.,,G,"Animation, Kids & Family, Musical & Performing Arts","Jim Kammerud, Brian Smith",Michael Lucker,"Jason Alexander, Bobby Lockwood, Susan Blakeslee, Barry Bostwick, Martin Short, Samuel West, Maurice LaMarche, Jeff Bennett, Jodi Benson, Tim Bentinck, Kath Soucie, Mary MacLeod, Michael Lerner, Kasha Kropinski, Ben Tibber",2002-01-01,2015-12-13,73,Omega Entertainment,Fresh,67,6,Spilled,41,10612,1,4,2
m/1020130-sting,The Sting,"Following the murder of a mutual friend, aspiring con man Johnny Hooker (Robert Redford) teams up with old pro Henry Gondorff (Paul Newman) to take revenge on the ruthless crime boss responsible, Doyle Lonnegan (Robert Shaw). Hooker and Gondorff set about implementing an elaborate scheme, one so crafty that Lonnegan won't even know he's been swindled. As their big con unfolds, however, things don't go according to plan, requiring some last-minute improvisation by the undaunted duo.","Paul Newman, Robert Redford, and director George Roy Hill prove that charm, humor, and a few slick twists can add up to a great film.",PG,"Classics, Comedy, Drama",George Roy Hill,"David S. Ward, Marvin Hamlisch","Paul Newman, Robert Redford, Robert Shaw, Charles Durning, Ray Walston, Eileen Brennan, Harold Gould, John Hefferman, Dana Elcar, Jack Kehoe, Dimitra Arliss, Robert Earl Jones, James J. Sloyan, Charles Dierkop, Sally Kirkland, John Quade, Paulene Myers, William 'Billy' Benedict, Avon Long, Arch Johnson, Lee Paul, Ed Bakey, Ken Sansom, Brad Sullivan, Larry D. Mann, Leonard Barr, Joe Tornatore, Jack Collins, Tom Spratley, Kenneth W. O'Brien, Ken Sanson, Ta-Tanisha, Scott Joplin",1973-12-01,2015-05-08,129,Universal Pictures,Certified-Fresh,94,63,Upright,95,61731,10,59,4
m/1020287-stranger,The Stranger,"Immediately following World War II, ex-Nazi Franz Kindler (Orson Welles) is living under a false identity as a teacher in a small Connecticut town, and has even married the headmaster's daughter (Loretta Young) as part of his cover. But when one of Kindler's old German associates (Konstantin Shayne) arrives unexpectedly in town, bringing in his wake a sly federal investigator (Edward G. Robinson), Kindler resorts to desperate measures to preserve his secret.","The sins of World War II reemerge in an idyllic American setting in this diabolically effective noir, buoyed by Orson Welles' virtuosic direction and performance.",PG,"Classics, Drama, Mystery & Suspense",Orson Welles,Anthony Veiller,"Orson Welles, Edward G. Robinson, Isabel O'Madigan, Loretta Young, Martha Wentworth, Philip Merivale, Richard Long, Byron Keith, Billy House, Konstantin Shayne, Martha Wentworth, Isabel O'Madigan, Johnny Sands, Pietro Sasso",1946-01-01,2016-06-30,95,RKO Pictures,Fresh,96,28,Upright,81,5303,5,27,1
m/1020333-streetcar_named_desire,A Streetcar Named Desire,"Based on the play by Tennessee Williams, this renowned drama follows troubled former schoolteacher Blanche DuBois (Vivien Leigh) as she leaves small-town Mississippi and moves in with her sister, Stella Kowalski (Kim Hunter), and her husband, Stanley (Marlon Brando), in New Orleans. Blanche's flirtatious Southern-belle presence causes problems for Stella and Stanley, who already have a volatile relationship, leading to even greater conflict in the Kowalski household.","A feverish rendition of a heart-rending story, A Streetcar Named Desire gives Tennessee Williams' stage play explosive power on the screen thanks to Elia Kazan's searing direction and a sterling ensemble at the peak of their craft.",PG,"Classics, Drama",Elia Kazan,"Tennessee Williams, Oscar Saul","Marlon Brando, Vivien Leigh, Karl Malden, Kim Hunter, Rudy Bond, Nick Dennis, Peg Hillias, Wright King, Richard Garrick, Ann Dere, Edna Thomas, Mickey Kuhn, Chester Jones, Marietta Canty, Lyle Latell, Charles Wagenheim, Maxie Thrower, Mel Archer",1951-09-19,2013-10-02,122,Warner Bros. Pictures,Certified-Fresh,98,60,Upright,90,55148,13,59,1
m/1020415-suddenly,Suddenly,"In advance of a presidential visit to the small town of Suddenly, California, a trio of FBI agents enters the Benson family's home to assess potential security risks. Once inside, leader John Baron (Frank Sinatra) reveals himself as a psychopathic assassin, and he kidnaps the family in order to use their house as his vantage point in his plot to kill the president. Sheriff Tod Shaw (Sterling Hayden) matches wits with the assassin and his gang in an attempt to save the day.",,PG,"Action & Adventure, Classics, Drama, Mystery & Suspense",Lewis Allen,Richard Sale,"Frank Sinatra, Sterling Hayden, Christopher Dark, James Gleason, Nancy Gates, Kim Charney, Paul H. Frees, Willis Bouchey, Paul Wexler, James Lilburn, Charles Smith, Kem Dibbs, Clark Howat, Dan White, Richard Collier, Roy Engel, Ted Stanhope, Charles Wagenheim, John Beradino",1954-10-07,2015-02-26,75,United Artists,Fresh,100,9,Upright,63,1890,1,9,0
m/1020451-summer_school,Summer School,"Apathetic gym teacher Freddy Shoop (Mark Harmon) is ready to take the summer off in Hawaii, but he's forced to either teach summer-school English or risk losing his tenure. Now he's stuck teaching a group of unmotivated students as disappointed to be stuck in school over the summer as he is. But with the help of a friendly history teacher (Kirstie Alley), Shoop is at least learning how to act the part of supportive mentor and perhaps even learning something about himself as well.",,PG-13,Comedy,Carl Reiner,"Stuart Birnbaum, David Dashev, Jeff Franklin, Carl Reiner, Peter Krikes, Janice Fischer, Steve Meerson","Mark Harmon, Kirstie Alley, Robin Thomas, Dean Cameron, Patrick Labyorteaux, Courtney Thorne-Smith, Patrick Laborteaux, Gary Riley, Kelly Jo Minter, Ken Olandt, Shawnee Smith, Richard Steven Horvitz, Fabiana Udenio, Frank McCarthy, Amy Stock, Tom Troupe, Duane Davis, Lucy Lee Flippin, Lillian Adams, Amy Stock-Poynton, Beau Starr, Carl Reiner, Laura Waterbury, Robin Kaufman, Dottie Archibald, Vivian Bonnell, Michael MacRae, Conroy Gedeon, Christopher Kriesa, Carlos La Camara, Jeff Silverman, Tommy Ryan, Darwyn Swalve, Prince Hughes, Courtney Gebhart, Terry Logan, Nels Van Patten, Leigh French, Jack Blessing, Gigi Vorgan, Lynne Marie Stewart, John Stark, Lora Staley, Gary Imhoff, Andrea Howard",1987-07-22,2013-08-01,96,Paramount Home Video,Fresh,63,30,Spilled,58,27856,6,19,11
